title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
Aplicações Financeiras Flexíveis através de DSLs na Plataforma Java,Documentando uma API JAX-RS com Swagger,Spring Boot 1.5.1 released,What to Inspect When You are Inspecting!,Serverless Architectures,"Blockchain open sources Thunder network, paving the way for instant bitcoin transactions"
30 Learning Resources For Mastering Angular 2,15 Interesting JavaScript and CSS Libraries for September 2016,Docker Online Meetup #46: Introduction to InfraKit - Docker Blog,Anti-If: The missing patterns,"Lava-louças Brastemp Ative! 8 Serviços Blf08abana 110v - R$ 800,00",O futuro das interfaces: Chatbots - Tableless
Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Google employees are adding 'Lady' to their job titles to fight sexism,O dia em que tive mais medo de estar errada.,Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity,#Sentaquelávemtextão
Cognizant Named a Digital Transformation Leader in the Life Science Industry,Five things to include in your digital transformation playbook,Who sponsors Drupal development? | Dries Buytaert,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Carrefour começa a operar e-commerce no Brasil | EXAME.com,How AWS came to be
Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,Comprar roupas está ficando fora de moda no Reino Unido,[Retro] Celebration Grids - Management 3.0,Program your way to your next grocery delivery,"The future of machine learning: 5 trends to watch around algorithms, cloud, IoT, and big data - GeekWire","TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção"
Google Cloud and Autodesk enable 10x improvement in media rendering efficiency,"Apple File System (APFS) announced for 2017, scales 'from Apple Watch to Mac Pro' and focuses on encryption","Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",Tech in Brazil is booming despite the country's political troubles,"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br",What Color is Your Function?
"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery","Waterwheel, the Drupal SDK Ecosystem","Thunder, a Drupal distribution for publishers",Announcing pricing for Google Stackdriver,How To Manage Your Drupal Patches with 'Drush Patch File' | Chromatic,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove
JavaScript Conquered the Web. Now It's Taking Over the Desktop,Spotify UI built with HTML / CSS - Freebiesbug,How I sped up the initial render of my Polymer app by 86%,Acesse a versão Material Design do YouTube | Google Discovery,2.3.0 Release Notes,Touch (TV Series 2012-2013)
Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,The Internet of Things is looking for its VisiCalc,A Beginner's Guide To Understanding Convolutional Neural Networks,Machine Learning Is Redefining The Enterprise In 2016,The barbell effect of machine learning.,"The ""Joel Test"" for Data Science"
Robôs (bots) serão tão populares quanto apps; entenda a nova tendência,"Heroína, nazistas e agente laranja: por dentro da fusão do ano",The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Is FinTech Forcing Banking to a Tipping Point?,Why Uber Is Killing the Bank (And What That Means for Everything Else),Liberty vai adotar telemetria e baratear seguro para bons motoristas
IBM makes a big shift into cognitive computing,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,The new tech talent you need to succeed in digital,35 Innovative and Inspirational Website Designs in Banking,Uber lança serviço de helicóptero em SP com preços a partir de R$66 - IDG Now!
Japanese for dummies,Request lesson : How and when to use はず(=hazu) | Maggie Sensei,Como são escrita as risadas em japonês? - Suki Desu,40 Basic Japanese conversations,Portugal runs for four days straight on renewable energy alone,Mycroft: The open source answer to natural language platforms
How IoT security can benefit from machine learning,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Blaise Agüera y Arcas: How computers are learning to be creative,Five things to include in your digital transformation playbook,"Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion",Carrefour começa a operar e-commerce no Brasil | EXAME.com
Google is secretly creating a new OS that's not based on Linux,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Skully officially admits it's over,The barbell effect of machine learning.,Deep learning software knows that a rose is a rose is a rosa rubiginosa,A New Number Format for Computers Could Nuke Approximation Errors for Good
Introducing the new Google Cloud Load Balancing UI,A New Number Format for Computers Could Nuke Approximation Errors for Good,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,Deep Learning Demystified,2.3.0 Release Notes,The Definitive Guide to Database Version Control
The rise of APIs,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Two Different Sales Motions . . . .,How AWS came to be,Primeiro chatbot do varejo brasileiro no Facebook Messenger já está funcionando - Startupi,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist
Google Cloud Platform sets a course for new horizons,"Explore in Docs, Sheets and Slides makes work a breeze - and makes you look good, too","Google is discontinuing Google+ Hangouts On Air on September 12, pushes users to YouTube Live","Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion",Introducing Casting into Hangouts,Two Different Sales Motions . . . .
You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,Android - The dark side of Jack and Jill,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,An Overly Thorough Guide To Underused Android Libraries,Achievement Unlocked : AWS Certified Solutions Architect Professional,Angular 2 versus React: There Will Be Blood - Free Code Camp
The Difference Between Sympathy And Empathy - Expanded Consciousness,Five things to include in your digital transformation playbook,Scrum Community - Scrum Alliance,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Carrefour começa a operar e-commerce no Brasil | EXAME.com,How AWS came to be
"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",Deep learning software knows that a rose is a rose is a rosa rubiginosa,"Apple acquires Turi, a machine learning company",Graph-powered Machine Learning at Google,New Sessions Added To Google I/O 2016 Schedule,Building a high-throughput data science machine
Embracing Agile,An operating model for company-wide agile development,Optimize Your Agile Growth Strategy with Cloud,Staying one step ahead at Pixar: An interview with Ed Catmull,Big IT Rising,An operating model for company-wide agile development
The Biggest list of 35 FREE UX Books,1% das empresas dominam 94% das receitas na App Store,Global Data Bank é lançado internacionalmente com operação no Brasil,55 fornecedores de TI que apresentarão novidades no Ciab 2016,Google Unveiled A Partnership With Levi's To Create Smart Clothing,"Facebook says 10K+ developers are building chatbots, analytics coming"
"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC,Building a high-throughput data science machine,The AI business landscape,Text summarization with TensorFlow,"Hello, TensorFlow!"
Machine Learning Is No Longer Just for Experts,Services | RaRe Technologies,Google's Cloud Machine Learning service is now in public beta,Graph-powered Machine Learning at Google,Algorithms and architecture for job recommendations,The emerging Darwinian approach to analytics and augmented intelligence
"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Taking Microservices Home - NGINX,Chip Pro sequel to crowdsourced $9 computer sets its sights on gadget makers,"Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems",Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil,Introduction to Spring REST Docs | Baeldung
Sabia que você pode transformar o seu celular em uma impressora 3D?,"Android N Developer Preview 2, out today! | Android Developers Blog",Governo busca empresas para aprimorar Internet das Coisas no Brasil,[Teste] Quer saber como está seu português? - Runrun.it Blog,Dicionário Priberam da Língua Portuguesa,Visual C++ for Linux Development
8 Insanely Simple Productivity Hacks,JPMorgan is Quietly Developing a Private Ethereum Blockchain - CoinDesk,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,A digital crack in banking's business model,"Estonia wants to become a 'country as a service' and already has 10,000 virtual residents","Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans"
This Tiny Robot Lets You Play God With Huge AI,Pebble Core guide: All you need to know about the wearable for runners,"Parece árvore, mas é uma turbina eólica",Medindo vazão utilizando sensor ultra-sônico de distância - Embarcados,Comercial japonês cria cidade de papel com caneta que conduz eletricidade,Aplicativos do Android agora podem reagir com o ambiente | Google Discovery
Cognitive Services-Intelligence Applications | Microsoft Azure,Microsoft's new online certification program kicks off with data science specialization | ZDNet,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,AI Revolution 101 - AI Revolution,Microsoft's Open Source Love Affair Reaches New Heights,Mycroft: The open source answer to natural language platforms
Can Accenture Take Over Advertising?,How to get the most from your agency relationships in 2017,BEHOLD Amazon One - the first cargo airplane with that famous Amazon smile,Meio&Mensagem,"Zendesk's ""Automatic Answers"" taps machine learning, AI to generate bot-style email responses",How AWS came to be
Google employees are adding 'Lady' to their job titles to fight sexism,Write Like You Talk,9 Non-Threatening Leadership Strategies for Women,Netflix emociona com vídeo destacando personagens LGBT,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,"Meet Bozoma Saint John, the Apple executive who stole the show at WWDC"
The future is the trust economy,The omnichannel customer experience is poised to take off in regulated industries,Why the customer experience matters,Onde a tecnologia e o cuidado se encontram? - Saúde Business,big data = real time,[Framework] Lean IT Governance
Salesforce Architect Journey,Apple e Google querem que você pague por assinatura em apps,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data,Client-side ranking to more efficiently show people stories in feed,Here are the SDKs Top Mobile Apps Use,Final Developer Preview before Android 7.0 Nougat begins rolling out | Android Developers Blog
Deep learning software knows that a rose is a rose is a rosa rubiginosa,"Apple acquires Turi, a machine learning company","Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",New Sessions Added To Google I/O 2016 Schedule,DeepMind moves to TensorFlow,What SWAG will Google I/O 2016 attendees take home?
Running Kubernetes Locally via Docker,The future of SaaS hosted git repository pricing,Docker Cleanup Scripts Comparison,The Top 10 Most Common Mistakes That Node.js Developers Make,Facebook's WhatsApp does something very different than Google,Performance Testing in a Nutshell
Acquia Engage Awards Finalists Announced,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,Who sponsors Drupal development? | Dries Buytaert,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,"There will be a Drupal 9, and here is why",WeChat's world
"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Taking Microservices Home - NGINX,Building Spring Cloud Microservices That Strangle Legacy Systems,Learn Microservices in Java - DZone - Refcardz,Introduction to Spring REST Docs | Baeldung,How Kotlin became our primary language for Android - UPTech Team
How to Get a Job at Google,Everything you need to know about the big changes coming to Newark airport,Manhattan CRE prices spark a mass exodus of startups to Brooklyn,"A sneak peek at Google's upcoming travel app, Trips",Ray Kurzweil: The world isn't getting worse - our information is getting better,The Difference Between Sympathy And Empathy - Expanded Consciousness
2016 will be the year of conversational commerce - Chris Messina,Understanding the Twitter topic Tracker,Why Steve Jobs Was Proud to Steal Ideas,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science,Terms Aggregation in Elastic Search,Why Deep Learning Is Suddenly Changing Your Life
Three Lessons for Design-Driven Success,SpotHero is ready for the future of autonomous parking,The future of the shopping mall,Portal Abrasce - Conhecendo o frequentador de shopping center,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,Introducing JQL: A Query Language for Analytics
Workspace Filter,AEM 6.1 Package Manager Metadata Files,Adobe CQ/Adobe AEM,How to Install and Use the Linux Bash Shell on Windows 10,Live Event: Unveiling the GitLab Master Plan,Test and deploy to Google App Engine with the new Maven and Gradle plugins
Hangouts para Android ganha opção de mensagens em vídeo | Google Discovery,"Google acquires Synergyse, an interactive training service for Google Apps","Google launches Springboard, an AI-powered assistant for its enterprise customers",Fuchsia: Google está construindo um novo sistema operacional sem estrutura do Linux | Google Discovery,"Android N Developer Preview 2, out today! | Android Developers Blog","Hello, a nova rede social do Orkut, está liberada no Brasil"
"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",Mobile banking conquista o coração dos brasileiros,Blockchain Will Be Used By 15% of Big Banks By 2017,Nubank começa a testar seu programa de fidelidade - Empresas Tech,CMN regulamenta abertura de conta de depósito por meio eletrônico,"Say goodbye to traditional customer segmentation "" Banking Technology"
"Use Docker to build, test and push your Artifacts","Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Program your way to your next grocery delivery,Ultimate AI battle - Apple vs. Google,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,"Como o e-commerce brasileiro pode, enfim, começar a lucrar"
Sam Newman - Backends For Frontends,Post: Just Say mNo to Hungarian Notation,ConstraintLayout - Part 1,Readable Content Guides,Firebase Test Lab for Android,Revolutionize business communication with Kast
Spring Boot 1.5.1 released,Aplicações Financeiras Flexíveis através de DSLs na Plataforma Java,Introducing Kotlin support in Spring Framework 5.0,Introduction to Spring REST Docs | Baeldung,Serverless Architectures,Documentando uma API JAX-RS com Swagger
Pebble Core guide: All you need to know about the wearable for runners,This Tiny Robot Lets You Play God With Huge AI,U.S. Track Cycling Team Training for Rio Olympics with Smart Sunglasses,A New Number Format for Computers Could Nuke Approximation Errors for Good,Scrum Community - Scrum Alliance,"Blockchain open sources Thunder network, paving the way for instant bitcoin transactions"
Intel buys computer vision startup Itseez to improve navigation in self-driving cars,The AI business landscape,DeepMind moves to TensorFlow,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman,Deep learning software knows that a rose is a rose is a rosa rubiginosa,"Apple acquires Turi, a machine learning company"
"Consórcio: Venda de novas cotas cai 13,5% no 1º trimestre",Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,Creating value in auto finance with vLendRight | Kevin Moseri,Buscas on-line por carros têm expansão de 43% no 1º trimestre,Honda e Softbank desenvolverão sistema de IA para ajudar os motoristas,"Heroína, nazistas e agente laranja: por dentro da fusão do ano"
[FILME] - The Hammer,X-Men | São Paulo vai receber exposição sobre filmes da saga,"No ano em que a Apple completa 40 anos, confira a evolução do iPhone",Apple anuncia a 3ª geração da linguagem Swift para o final deste ano,"Apple's new file manager, APFS, is awesome","""We only hire the best"" - Signal v. Noise"
Bradesco lança serviço inédito para estimular o hábito de poupar,The Future of Digital Banking is Now,Olhando para o futuro: 5 pontos de atenção,Nubank e Goldman fecham parceria de R$ 200 milhões,"Sua empresa já tem um ""Open Innovation Lab"" ? - CIO",The Drive to Bank on Digital
35 Innovative and Inspirational Website Designs in Banking,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Primeiro chatbot do varejo brasileiro no Facebook Messenger já está funcionando - Startupi,How Mature is Your Organization when it Comes to UX?,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,IBM makes a big shift into cognitive computing
The Ultimate Solution to Versioning REST APIs: Content Negotiation,Modelando APIs REST com Swagger,bliki: StranglerApplication,Xamarin for Everyone,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello",Dr. consulta: uma revolução no setor da saúde
How Kotlin became our primary language for Android - UPTech Team,Introduction to Spring REST Docs | Baeldung,Taking Microservices Home - NGINX,"Globo.com Uses NGINX for Streaming Media to 500,000+ Viewers",The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,I've had the chance to troll Donald Trump. But I didn't.
Mulheres são mais criativas que homens?,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,A importância dos filmes de mulherzinha - Capitolina,Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity,Empresa britânica adota licença remunerada no período menstrual,Quando a ignorância vence a solidariedade
7 Questions to Ask Before Your Next Digital Transformation,The return of the machinery question,How AWS came to be,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,"Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion",Five things to include in your digital transformation playbook
Tendências do Marketing de Conteúdo 2016,My Approach to Mobile Accessibility Testing - Ministry of Testing,The future of SaaS hosted git repository pricing,Docker Cleanup Scripts Comparison,"Google tests a more personalized version of its virtual assistant, Google Now",The Top 10 Most Common Mistakes That Node.js Developers Make
"The future of machine learning: 5 trends to watch around algorithms, cloud, IoT, and big data - GeekWire",The White House Has Realized Artificial Intelligence Is Very Important,Comprar roupas está ficando fora de moda no Reino Unido,Program your way to your next grocery delivery,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,[Retro] Celebration Grids - Management 3.0
Buscas on-line por carros têm expansão de 43% no 1º trimestre,Creating value in auto finance with vLendRight | Kevin Moseri,Honda e Softbank desenvolverão sistema de IA para ajudar os motoristas,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,"Consórcio: Venda de novas cotas cai 13,5% no 1º trimestre",Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio
ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,Sua comunidade de Teste.,My Approach to Mobile Accessibility Testing - Ministry of Testing,Como Usar o Git e o GitHub,Top 5 Android Testing Frameworks with Examples,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR"
A Neural Network that Dreams in Resumes - untapt blog,Extreme Style Machines:Using Random Neural Networks to Generate Textures,Grow fast or die slow: Focusing on customer success to drive growth,DeepMind moves to TensorFlow,Tensorflow wins,The AI business landscape
Gestão de pessoas? Só se for com a Zappos | Endeavor Brasil,"No dia das mães, Avon lança campanha com mãe de jovem gay",Amor sem fronteiras: série de fotos retrata casais gays pelo mundo,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Ordering coffee in Italy: the 10 commandments,Joel on Software
Google's artificial intelligence is going in the wrong direction,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,"Swarm A.I. Correctly Predicts the Kentucky Derby, Accurately Picking all Four Horses of the Superfecta at 540 to 1 Odds",Google Calendar for Android can now find meeting times that work for everyone,Ray Kurzweil Predicts Three Technologies Will Define Our Future
"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)","Facebook details its company-wide machine learning platform, FBLearner Flow","contentId
-6878119266243511199    Google acquires Synergyse, an interactive trai...
-6878119266243511199    Google acquires Synergyse, an interactive trai...
Name: title, dtype: object",Building more accessible technology,"Inside OpenAI, Elon Musk's Wild Plan to Set Artificial Intelligence Free",Amazon founder: A.I.'s impact is
Apresentação da nova placa de desenvolvimento Arduino MKRZero -,15 Awesome Sublime Text Plugins For Web Development,Udacity abre código de simulador de carro autônomo para quem quiser testar,Kickstarter 3D printer will print circuit boards as part of your designs,Arduino clone is as small as an AA battery,Inteligência artificial do Google é capaz de descrever imagens | Google Discovery
Como Startups e Grandes Empresas podem colaborar para Inovar mais e melhor,Mobile Time,Dinheiro pode sair de circulação na Suécia até 2030,Failing model: Plastic Card + App and Card + Wallet Players?,35 Innovative and Inspirational Website Designs in Banking,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento
Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão,Nubank envia Pikachu para cliente que pediu desbloqueio de cartão e do Pokémon Go,"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",Mobile banking conquista o coração dos brasileiros,CMN regulamenta abertura de conta de depósito por meio eletrônico,Aplicativo Celcoin oferece a possibilidade de trocar bitcoins por crédito em reais
[Framework] Lean IT Governance,"[Techniques] Será que você está fazendo ""brainstorm"" da forma correta? - Blog Locaweb - Notícias sobre tecnologia, programação e muito mais.",[Tools] XMind Plus - Last Chance for students' 1$ gift,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,Onde a tecnologia e o cuidado se encontram? - Saúde Business,The omnichannel customer experience is poised to take off in regulated industries
Ouça a música criada pela inteligência artificial do Google | Google Discovery,Google is quietly recording everything you say. Here's how to hear it,"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery","Google anuncia MODE, pulseiras com tecnologia snap-and-swap para Android Wear | Google Discovery",Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,Stay focused with Google Calendar event notifications in your browser
Microsoft's Open Source Love Affair Reaches New Heights,AI Revolution 101 - AI Revolution,Cognitive Services-Intelligence Applications | Microsoft Azure,Mycroft: The open source answer to natural language platforms,It's The Future,Microsoft's new online certification program kicks off with data science specialization | ZDNet
[Teste] Quer saber como está seu português? - Runrun.it Blog,Dicionário Priberam da Língua Portuguesa,"Android N Developer Preview 2, out today! | Android Developers Blog",Governo busca empresas para aprimorar Internet das Coisas no Brasil,Comparing IoT Platforms: Compare 4 IoT platform for IoT projects,"ConstraintLayout, Inside and Out: Part 1"
Bot Design Patterns,Cubr,IBM Watson e a revolução pela inteligência artificial | Udacity,Microsoft's Open Source Love Affair Reaches New Heights,Mycroft: The open source answer to natural language platforms,The next wave in software is open adoption software
Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity,Google HR chief Laszlo Bock leaving to launch startup,Google employees are adding 'Lady' to their job titles to fight sexism,Globant Acquires L4 to Strengthen its Lead Position in the Digital Services Space,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender,These gloves can convert sign language into spoken English
Google Unveiled A Partnership With Levi's To Create Smart Clothing,The Biggest list of 35 FREE UX Books,55 fornecedores de TI que apresentarão novidades no Ciab 2016,1% das empresas dominam 94% das receitas na App Store,7 lessons about finding the work you were meant to do,The Future of Business is Design
ClienteSA - Gente - Empatia e tecnologia,Former Google career coach shares a visual trick for figuring out what to do with your life,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",Lean IT is all about people - o Lean na TI é focado em pessoas,O que é liderança? Liderança é fazer a diversidade funcionar.,Qual é o valor da área de T&D na sua empresa?
Elastic Stack 5.0.0 Released,Chrome OS now has Material Design for the desktop,"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br",An Overly Thorough Guide To Underused Android Libraries,Google is quietly making progress on one of its most jaw-dropping tech projects,The Skills You'll Need and the Salary You Can Expect as a Data Scientist
"Focada em nuvem, SAP dribla crise e cresce na América Latina | EXAME.com",Nubank envia Pikachu para cliente que pediu desbloqueio de cartão e do Pokémon Go,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,35 Innovative and Inspirational Website Designs in Banking,Nubank e Goldman fecham parceria de R$ 200 milhões,Nubank começa a testar seu programa de fidelidade - Empresas Tech
gotwarlost/istanbul,Resenha - A Chegada,The Rise And Growth of Ethereum Gets Mainstream Coverage,Um misterioso vórtice escuro surgiu sobre Netuno,Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória,UE não dá sossego ao Google. Novo alvo? O AdSense
The hardest thing in computer science,bliki: StranglerApplication,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications","GitHub broke my 1,000 day streak - Free Code Camp",The Java 8 API Design Principles,4 Blockchain Macro Trends: Where to Place Your Bets
Google is quietly recording everything you say. Here's how to hear it,"Inbox by Gmail: a better way to keep track of events, newsletters and links",Tango: See more with a new kind of phone,Ouça a música criada pela inteligência artificial do Google | Google Discovery,Google is quietly making progress on one of its most jaw-dropping tech projects,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business
Comprar roupas está ficando fora de moda no Reino Unido,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,[Retro] Celebration Grids - Management 3.0,Program your way to your next grocery delivery,"The future of machine learning: 5 trends to watch around algorithms, cloud, IoT, and big data - GeekWire",Serious Business: Should Renewable Energy Continue Receiving Government Subsidies?
Whirlpool Vessi puts a microbrewery in your kitchen | News | Geek.com,Practical Frameworks for Beating Burnout,Good Software Takes Ten Years. Get Used To it.,Introducing JQL: A Query Language for Analytics,"Facebook sends a loud message about Messenger bots, but will we hear it?",Why Netflix thinks its personalized recommendation engine is worth $1 billion per year
[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,A Technical Primer On Causality,Mastering Software Development in R · Simply Statistics,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow",Lessons from Becoming a Data-Driven Organization,Probabilistic Programming
Five things to include in your digital transformation playbook,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Carrefour começa a operar e-commerce no Brasil | EXAME.com,How AWS came to be,Cognizant Named a Digital Transformation Leader in the Life Science Industry,The next stop on the road to revolution is ambient intelligence
Google's Cloud Investments are Finally Starting to Pay Off,Chat Smarter with Allo,Grow fast or die slow: Focusing on customer success to drive growth,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",These gloves can convert sign language into spoken English,The return of the machinery question
Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,"As Artificial Intelligence Evolves, So Does Its Criminal Potential",Building immutable entities into Google Cloud Datastore,Citroën lança e-commerce de carros,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,O futuro das interfaces: Chatbots - Tableless
How to use Docker to run ASP.NET Core apps on Google App Engine,"Agility in the Cloud: Which ""As a Service"" Works for You?",Most Interesting APIs in 2016: Cognitive Computing,Writing good code: how to reduce the cognitive load of your code,Perfect Menu for Mobile Apps - UX Planet,Desenvolvimento de Aplicativos Mobile com Xamarin -
"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog",Chat Smarter with Allo,Docker inside docker and overview about Jenkins 2,'Training for Google Apps' Is One Of Chrome's Best Kept Secrets - OMG! Chrome!,Google lags behind Amazon and Microsoft's cloud in one important area,Google's Cloud Investments are Finally Starting to Pay Off
PwC faz virada digital e já fatura US$ 1 bilhão no mundo,The economic essentials of digital strategy,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,The new tech talent you need to succeed in digital,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Mobile Time
Kubernetes,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Ordering coffee in Italy: the 10 commandments,Joel on Software,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,To bot or not to bot
"Here's what Viv looks like, the next generation AI assistant built by Siri creator",Threaded messaging is coming to Slack,DeepMind moves to TensorFlow,The AI business landscape,"Apple acquires Turi, a machine learning company","Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities"
Visual Studio Code Now Supports Debugging of iOS Web Apps,Ciclistas relatam roubos com agressividade na avenida dos Andradas,Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js,You're Asking Too Much of Chat Bots. Just Let Them Grow Up,10 Simple Habits of Insanely Productive People,Platform Overview
The need to lead in data and analytics,How to get the most from your agency relationships in 2017,Meio&Mensagem,Can Accenture Take Over Advertising?,"Zendesk's ""Automatic Answers"" taps machine learning, AI to generate bot-style email responses",Global Data Bank é lançado internacionalmente com operação no Brasil
Uma recepção eficiente,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science,"Bots, Messenger and the future of customer service",Enable secure mode on your web product | Intercom Docs,IBM Seeks to Simplify Graph with New Titan Service,Understanding the Twitter topic Tracker
O chefe é gay. E daí?,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,The Genderbread Person v3 | It's Pronounced Metrosexual,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,Introducing Ask a Female Engineer
"The new, scary face of auto insurance",The new tech talent you need to succeed in digital,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Liberty vai adotar telemetria e baratear seguro para bons motoristas,CNseg anuncia os finalistas da 6ª edição do Prêmio de Inovação em Seguros - Sonho Seguro
